date,transect,team,plot_number,plot_gps_lat,plot_gps_long,species_name,C,quadrant_1,quadrant_2,quadrant_3,quadrant_4
2022-10-19T00:00:00Z,wetland,1,2,42.15,87.433899999999994,bidens frondosa,1,NA,x,NA,x
2022-10-19T00:00:00Z,wetland,1,2,42.15,87.433899999999994,cirsium arvense,0,NA,x,NA,NA
2022-10-19T00:00:00Z,wetland,1,2,42.15,87.433899999999994,symphyotrichum laeve,9,NA,NA,x,x
2022-10-19T00:00:00Z,wetland,1,2,42.15,87.433899999999994,pycnathemum pilosum,4,NA,NA,NA,x
2022-10-19T00:00:00Z,wetland,1,2,42.15,87.433899999999994,cornus sp.,NA,NA,NA,NA,x
2022-10-19T00:00:00Z,wetland,1,2,42.15,87.433899999999994,elymus canadensis,4,NA,NA,NA,x
2022-10-21T00:00:00Z,prairie,1,1,42.24932,87.828590000000005,cirsium arvense,0,x,x,x,x
2022-10-21T00:00:00Z,prairie,1,1,42.24932,87.828590000000005,symphyotricum laeve,9,x,x,x,x
2022-10-21T00:00:00Z,prairie,1,1,42.24932,87.828590000000005,elymus canadensis,4,x,x,NA,NA
2022-10-21T00:00:00Z,prairie,1,1,42.24932,87.828590000000005,symphyotrichum sp.,NA,x,x,x,x
2022-10-21T00:00:00Z,prairie,1,1,42.24932,87.828590000000005,symphyotrichum praealtum,7,x,NA,NA,NA
2022-10-21T00:00:00Z,prairie,1,1,42.24932,87.828590000000005,solidago canadensis,1,NA,NA,NA,x
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,solidago canadensis,1,x,x,NA,x
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,parthenium integrifolium,8,x,NA,NA,NA
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,echinacea purpurea,10,x,x,x,x
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,ranunculus recurvatus,5,x,NA,x,NA
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,rudbeckia laciniata,4,x,NA,NA,NA
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,allium cernuum,7,x,NA,NA,x
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,poa sp.,NA,x,NA,NA,NA
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,taraxacum officinale,0,x,NA,NA,x
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,symphyotrichum ciliolatum,9,NA,x,NA,NA
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,cirsium arvense,0,NA,x,x,x
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,symphyotrichum praealtum,7,NA,x,NA,NA
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,plantago sp.,NA,NA,NA,NA,x
2022-10-24T00:00:00Z,prairie,1,2,42.24928,87.828689999999995,elymus canadensis,4,NA,NA,NA,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,solidago canadensis,1,x,x,x,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,cirsium arvense,nn,x,x,x,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,poaceae sp.,NA,x,x,x,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,elymus canadensis,4,NA,NA,x,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,symphyotrichum pilosum,0,NA,NA,x,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,taraxacum officionale,nn,x,NA,x,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,symphyotrichum lateriflorum,4,x,NA,NA,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,rudbeckia hirta,1,NA,NA,NA,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,oenthera parviflora,2,NA,NA,x,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,lobelia siphilitica,4,NA,x,NA,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,parthenocissus sp.,NA,x,x,NA,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,symphyotrichum laeve,9,NA,NA,NA,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,veronica serpyllifolia,nn,x,NA,x,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,asteraceae sp.,NA,NA,x,NA,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,symphyotrichum ontarionis,5,NA,NA,x,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,oxalis stricta,0,NA,NA,NA,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,symphyotrichum drummondii,3,NA,NA,NA,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,cerastium fontanum,nn,x,x,x,x
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,pinus sp.,NA,x,NA,NA,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,ulmaceae sp.,NA,NA,x,NA,NA
2022-10-26T00:00:00Z,prairie,2,3,42.24916667,87.82861111,lythrum salicaria,0,x,NA,NA,NA
2022-10-26T00:00:00Z,prairie,2,4,42.14963,87.49723,elymus canadensis,4,x,NA,NA,NA
2022-10-26T00:00:00Z,prairie,2,4,42.14963,87.49723,symphyotrichum drummondii,3,x,x,x,x
2022-10-26T00:00:00Z,prairie,2,4,42.14963,87.49723,solidago section triple nerveae,NA,x,x,x,x
2022-10-26T00:00:00Z,prairie,2,4,42.14963,87.49723,symphyotrichum novae-angliae,3,NA,NA,x,x
2022-10-26T00:00:00Z,prairie,2,4,42.14963,87.49723,eutrochium purpureum,6,NA,NA,NA,x
2022-10-26T00:00:00Z,prairie,2,4,42.14963,87.49723,poaceae sp.,NA,x,x,x,x
2022-10-26T00:00:00Z,prairie,2,4,42.14963,87.49723,eutrochium maculatum,5,NA,x,NA,NA
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,solidago rigida,3,x,NA,x,NA
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,solidago canadensis,1,x,NA,x,NA
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,poaceae sp.,NA,x,x,x,x
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,solidago ulmifolia,5,x,x,NA,x
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,glechoma hederacea,nn,x,x,x,x
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,symphyotricum firmum,7,x,x,NA,NA
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,euthamia graminafolia,4,NA,NA,NA,NA
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,symphyotricum shortii,7,NA,NA,x,NA
2022-10-19T00:00:00Z,wetland,2,3,42.25,87.8275,oenothera parviflora,2,NA,NA,NA,x
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,echinaea purpurea,10,x,NA,NA,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,poaceae sp.,NA,x,x,x,x
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,symphyotricum shortii,7,x,NA,x,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,dalea sp.,9,NA,x,NA,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,schizachyrium scoparium,5,x,NA,NA,x
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,trifolium sp.,NA,x,NA,NA,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,solidago canadensis,1,NA,NA,x,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,dalea sp.,NA,x,NA,NA,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,symphyotrichum laeve,9,x,x,x,x
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,lotus corniculatus,nn,x,x,x,x
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,bouteloua curtipendula,8,NA,NA,NA,x
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,symphytricum ericoides,6,NA,NA,x,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,lobelia sp.,NA,x,NA,NA,NA
2022-10-26T00:00:00Z,wetland,2,4,42.25,87.8275,rudbeckia hirta,1,x,x,x,x
2022-09-28T00:00:00Z,ravine,2,3,42.251667,87.827222,eurybia macrophylla,4,x,x,x,x
2022-09-28T00:00:00Z,ravine,2,3,42.251667,87.827222,aralia nudicaulis,8,x,NA,NA,NA
2022-09-28T00:00:00Z,ravine,2,3,42.251667,87.827222,maianthemum canadense,7,x,NA,NA,NA
2022-09-28T00:00:00Z,ravine,2,3,42.251667,87.827222,symphyotrichum lateriflorum,4,x,NA,NA,NA
2022-09-28T00:00:00Z,ravine,2,3,42.251667,87.827222,poaceae sp.,NA,x,x,x,x
2022-09-28T00:00:00Z,ravine,2,3,42.251667,87.827222,solidago sp.,NA,x,x,x,NA
2022-09-28T00:00:00Z,ravine,2,3,42.251667,87.827222,helianthus sp.,NA,NA,x,NA,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,solidago ulmifolia,5,x,x,NA,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,aralia nudicaulis,8,x,x,NA,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,poaceae sp.,NA,x,x,x,x
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,unknown sp.,NA,x,NA,NA,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,unknown sp.,NA,x,NA,NA,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,maianthemum canadense,7,x,x,x,x
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,acer saccharum,5,NA,x,x,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,solidago flexicaulis,6,NA,x,NA,x
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,asteraceae sp.,NA,NA,x,NA,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,unknown sp.,NA,NA,x,NA,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,helianthus sp.,NA,NA,NA,x,x
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,fraxinus americana,5,NA,NA,x,x
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,symphyotrichum lateriflorum,4,x,NA,x,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,nabalus albus,5,NA,NA,x,NA
2022-09-28T00:00:00Z,ravine,2,4,42.251667,87.827222,cornus foemina,1,NA,NA,NA,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,vinca minor,0,x,x,x,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,agrimonia gryposepala,2,NA,x,NA,NA
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,anemone virginiana,5,x,x,x,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,solidago canadensis,1,x,x,NA,NA
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,fraxinus americana,5,NA,x,x,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,helianthus strumosus,5,x,x,x,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,poaceae sp.,NA,x,x,x,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,rubus dalibarda,0,NA,x,NA,NA
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,rudbeckia subtomentosa,8,x,NA,NA,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,euthamia graminafolia,4,x,NA,NA,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,symphyotrichum novae-angliae,3,NA,NA,x,x
2022-10-05T00:00:00Z,savanna,2,3,42.251111,87.8275,zizia aptera,10,NA,NA,x,NA
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,solidago canadensis,1,x,x,x,x
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,rhamnus cathartica,0,x,x,x,x
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,poaceae sp.,NA,x,x,x,x
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,eurybia macrophylla,4,x,x,x,NA
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,amphicarpaea bracteata,5,x,x,x,NA
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,anemone virginiana,5,x,x,NA,NA
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,helianthus strumosus,5,x,x,NA,x
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,taraxacum officinale,0,NA,NA,NA,x
2022-10-07T00:00:00Z,savanna,2,4,42.251389,87.827222,symphyotrichum lateriflorum,4,NA,NA,x,x
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,helianthus sp.,NA,X,X,X,NA
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,solidago ulmifolia,5,X,NA,NA,X
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,pontentilla simplex,3,X,NA,NA,NA
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,poa sp,NA,X,X,X,X
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,symphyotrichum drummondii,3,NA,X,NA,NA
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,maianthemum canadense,7,NA,X,NA,X
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,cornus amomum,2,NA,X,X,NA
2022-09-28T00:00:00Z,ravine,3,5,42.25164,87.82709,symphyotrichum lateriflorum,4,NA,X,NA,X
2022-09-28T00:00:00Z,ravine,3,6,42.15099,87.49629,euonymus alatus,nn,X,NA,NA,X
2022-09-28T00:00:00Z,ravine,3,6,42.15099,87.49629,prunus serotina,0,NA,X,NA,NA
2022-09-28T00:00:00Z,ravine,3,6,42.15099,87.49629,symphyotrichum sp.,NA,NA,X,NA,NA
2022-09-28T00:00:00Z,ravine,3,6,42.15099,87.49629,ulmus americana,3,NA,X,NA,NA
2022-09-28T00:00:00Z,ravine,3,6,42.15099,87.49629,ageratina altissima,3,NA,NA,X,NA
2022-09-28T00:00:00Z,ravine,3,6,42.15099,87.49629,agrimonia sp.,NA,NA,NA,X,NA
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,solidago canadensis,1,X,X,X,X
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,helianthus strumosus,5,X,X,X,X
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,parthenocissus quinquefolia,4,X,X,X,NA
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,rhamnus cathartica,nn,X,NA,NA,NA
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,anemone virginiana,5,X,NA,NA,NA
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,poa sp,NA,X,X,X,X
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,cornus foemina,1,NA,X,NA,X
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,symphyotrychum lateriflorum,4,NA,X,NA,NA
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,symphyotrychum novae-angliae,4,NA,NA,X,NA
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,toxicodendron radicans,2,NA,NA,NA,X
2022-10-05T00:00:00Z,savanna,3,5,42.15085,87.49657,malus ioensis,4,NA,NA,NA,NA
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,poa sp,NA,X,X,X,X
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,solidago canadensis,1,X,NA,NA,X
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,agrimonia gryposepala,2,X,NA,NA,NA
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,anemone virginiana,5,X,NA,NA,X
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,celastrus orbiculatus,nn,X,X,X,X
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,acer saccharum,1,X,NA,NA,NA
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,symphyotrichum lateriflorum,4,NA,X,NA,NA
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,helianthus sp.,NA,NA,NA,X,NA
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,pontentilla simplex,3,NA,NA,X,NA
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,parthenocissus quinquefolia,4,NA,NA,X,X
2022-10-05T00:00:00Z,savanna,3,6,42.15084,87.49684,vitis riparia,1,NA,NA,NA,X
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,taraxacum oficinnale,nn,X,X,X,X
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,poa sp,NA,X,X,X,X
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,symphyotrichum pilosum var. pilosum,NA,X,X,X,NA
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,trifolium repens,nn,X,X,X,X
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,symphyotrichum laeve,9,X,NA,X,X
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,solidago canadensis,1,NA,X,NA,NA
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,dalea purperea,9,NA,X,X,NA
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,schizachyrium scoparium,5,NA,X,NA,NA
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,bouteloua curtipendula,8,NA,NA,X,NA
2022-10-19T00:00:00Z,wetland,3,5,42.15009,87.49649,trifolium pratense,nn,NA,NA,NA,X
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,pycnanthemum pilosum,4,X,X,X,X
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,glechoma hederacea,nn,X,X,X,X
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,echinacea purperea,10,X,X,NA,NA
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,sonchus arvensis,nn,X,X,NA,NA
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,veronica serpyllifolia,nn,X,NA,NA,NA
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,penstemon digitalis,4,X,NA,NA,NA
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,euthamia graminifolia,4,X,NA,NA,NA
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,solidago canadensis,1,NA,X,NA,NA
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,solidago ulmifolia,5,NA,X,NA,NA
2022-10-19T00:00:00Z,wetland,3,6,42.15003,87.49648,symphyotrichum cordifolium,7,NA,NA,X,NA
2022-10-26T00:00:00Z,prairie,3,5,42.14966,87.49255,iris virginica,5,X,X,X,X
2022-10-26T00:00:00Z,prairie,3,5,42.14966,87.49255,cirsium arvense,nn,X,NA,NA,NA
2022-10-26T00:00:00Z,prairie,3,5,42.14966,87.49255,cyperaceae,NA,X,X,X,X
2022-10-26T00:00:00Z,prairie,3,5,42.14966,87.49255,symphyotrichum ontarionis,5,NA,X,NA,X
2022-10-26T00:00:00Z,prairie,3,5,42.14966,87.49255,amorpha fruticosa,5,NA,NA,X,NA
2022-10-26T00:00:00Z,prairie,3,5,42.14966,87.49255,carex sp.,NA,NA,NA,NA,X
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,solidago canadensis,1,X,X,X,X
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,symphyotrichum pilosum var. pilosum,NA,X,X,X,X
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,symphyotrichum novae-angliae,4,X,X,X,X
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,symphyotrichum lateriflorum,4,X,X,NA,NA
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,lythrum salicaria,nn,X,NA,NA,NA
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,elymus canadensis,4,X,NA,X,X
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,eutrochium purpurium,6,NA,X,NA,X
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,glechoma hederacea,nn,NA,X,NA,NA
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,cirsium arvense,nn,NA,X,X,NA
2022-10-26T00:00:00Z,prairie,3,6,42.14967,87.49735,lobelia siphilitica,4,NA,X,NA,NA
